"player_id","version","name","full_name","description","image","height_cm","weight_kg","dob","positions","overall_rating","potential","value","wage","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause","specialities","club_id","club_name","club_league_id","club_league_name","club_logo","club_rating","club_position","club_kit_number","club_joined","club_contract_valid_until","country_id","country_name","country_league_id","country_league_name","country_flag","country_rating","country_position","country_kit_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","fk_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","defensive_awareness","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","play_styles"
"230475","2025-06-03","Adilson Edrada -"," Adilson Patrick Edrada Pereira","Adilson Edrada (born 29 February 1996) is a Brazilian footballer who plays as a central attacking midfielder for Brazilian club Bahia. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/475/25_120.png","176","72","1996-02-29","CAM","76","76","€7.5M","€16K","Right","3 ","3 ","1 ","","Lean (170-185)","No","€14.3M","Dribbler","1598","Bahia","7","Série A","https://cdn.sofifa.net/meta/team/692/30.png","72","CAM","10","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","Build-UpdRoaming","","","","","","","","","","","","","","","","","","","",""
"230463","2025-06-03","Simão Acunha -"," Simão Alvin Acunha Bardini","Simão Acunha (born 29 February 1992) is a Brazilian footballer who plays as a central attacking midfielder for Brazilian club Atlético Mineiro. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/463/25_120.png","178","71","1992-02-29","CAM","76","76","€6M","€37K","Right","2 ","4 ","1 ","","Lean (170-185)","No","€10.8M","","1035","Atlético Mineiro","7","Série A","https://cdn.sofifa.net/meta/team/3427/30.png","75","RW","18","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","Build-UpdRoaming","","","","","","","","","","","","","","","","","","","",""
"230453","2025-06-03","David Seijalbo -"," David Jefferson Seijalbo Vaz","David Seijalbo (born 29 February 1996) is a Brazilian footballer who plays as a central defensive midfielder for Brazilian club Atlético Mineiro. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/453/25_120.png","176","76","1996-02-29","CDM","76","76","€6.5M","€35K","Left","2 ","2 ","1 ","","Stocky (170-185)","No","€11.7M","","1035","Atlético Mineiro","7","Série A","https://cdn.sofifa.net/meta/team/3427/30.png","75","CDM","10","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230425","2025-06-03","Rubem Esteiro -"," Rubem Thomas Esteiro Branco","Rubem Esteiro (born 29 February 1992) is a Brazilian footballer who plays as a right midfield for Brazilian club Palmeiras. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/425/25_120.png","179","77","1992-02-29","RM,CM","76","76","€6M","€37K","Right","4 ","3 ","1 ","","Normal (170-185)","No","€10.8M","","383","Palmeiras","7","Série A","https://cdn.sofifa.net/meta/team/3422/30.png","75","RM","7","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"230388","2025-06-03","Davi Parrela -"," Davi Alexandre Parrela Ferreira","Davi Parrela (born 29 February 2000) is a Brazilian footballer who plays as a center back for Brazilian club Botafogo. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/388/25_120.png","191","88","2000-02-29","CB,CDM","76","76","€7.5M","€27K","Right","3 ","2 ","1 ","","Normal (185+)","No","€13.5M","Strength","517","Botafogo","7","Série A","https://cdn.sofifa.net/meta/team/2864/30.png","75","LCB","14","2025-03-28","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230373","2025-06-03","Nicolás Filhei -"," Nicolás Evandro Filheiro Stein","Nicolás Filhei (born 29 February 1996) is a Brazilian footballer who plays as a center midfield for Brazilian club Palmeiras. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/373/25_120.png","172","69","1996-02-29","CM,CAM","76","76","€7.5M","€37K","Right","4 ","3 ","1 ","","Normal (170-185)","No","€13.5M","","383","Palmeiras","7","Série A","https://cdn.sofifa.net/meta/team/3422/30.png","75","RCM","16","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"230348","2025-06-03","Lafortiscinho -"," Erick Sebastião Laforte Medeiros","Lafortiscinho (born 29 February 1996) is a Brazilian footballer who plays as a left back for Brazilian club Vasco da Gama. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/348/25_120.png","178","75","1996-02-29","LB","76","76","€7M","€16K","Left","3 ","3 ","1 ","","Normal (170-185)","No","€13.3M","","569","Vasco da Gama","7","Série A","https://cdn.sofifa.net/meta/team/696/30.png","70","LB","6","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230328","2025-06-03","Pierrino Faria -"," Pierre Tomás Torres De Faria","Pierrino Faria (born 29 February 1988) is a Brazilian footballer who plays as a goalkeeper for Brazilian club Botafogo. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/328/25_120.png","190","82","1988-02-29","GK","76","76","€825K","€13K","Right","2 ","1 ","1 ","","Normal (185+)","No","€1.5M","","517","Botafogo","7","Série A","https://cdn.sofifa.net/meta/team/2864/30.png","75","GK","30","2025-03-28","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230318","2025-06-03","Nelsildo Reis -"," Nelson Arturo Reis Lopes","Nelsildo Reis (born 29 February 2000) is a Brazilian footballer who plays as a goalkeeper for Brazilian club Cruzeiro. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/318/25_120.png","190","88","2000-02-29","GK","76","79","€8M","€11K","Right","3 ","1 ","1 ","","Normal (185+)","No","€15.8M","","568","Cruzeiro","7","Série A","https://cdn.sofifa.net/meta/team/3371/30.png","72","GK","12","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230280","2025-06-03","Omualdo Chagas -"," Omualdo David Machado Chagas","Omualdo Chagas (born 29 February 1992) is a Brazilian footballer who plays as a center back for Brazilian club Atlético Mineiro. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/280/25_120.png","188","82","1992-02-29","CB","76","76","€4.9M","€35K","Right","3 ","2 ","1 ","","Lean (185+)","No","€8.8M","","1035","Atlético Mineiro","7","Série A","https://cdn.sofifa.net/meta/team/3427/30.png","75","LCB","4","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230208","2025-06-03","Lúcio Corteijo -"," Lúcio Anselmo Corteijo Salazar","Lúcio Corteijo (born 29 February 1992) is a Brazilian footballer who plays as a right back for Brazilian club Botafogo. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/208/25_120.png","175","71","1992-02-29","RB","76","76","€5M","€33K","Right","3 ","2 ","1 ","","Normal (170-185)","No","€9M","","517","Botafogo","7","Série A","https://cdn.sofifa.net/meta/team/2864/30.png","75","RB","12","2025-03-28","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230189","2025-06-03","Silas Almeim -"," Silas Enaldo Barros de Almeida","Silas Almeim (born 29 February 1996) is a Brazilian footballer who plays as a left back for Brazilian club Cruzeiro. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/189/25_120.png","177","76","1996-02-29","LB,LM","76","76","€7M","€23K","Left","3 ","3 ","1 ","","Normal (170-185)","No","€13.3M","","568","Cruzeiro","7","Série A","https://cdn.sofifa.net/meta/team/3371/30.png","72","LB","6","2024-06-27","2027","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"230065","2025-06-03","Suat Serdar -"," Suat Serdar","Suat Serdar (born 11 April 1997) is a German footballer who plays as a center midfield for Italian club Hellas Verona FC. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/230/065/25_120.png","184","75","1997-04-11","CM,CDM","76","76","€8M","€19K","Right","4 ","4 ","2 ","","Normal (170-185)","Yes","€14.4M","","206","Hellas Verona FC","31","Serie A","https://cdn.sofifa.net/meta/team/1123/30.png","73","SUB","25","2024-07-01","2028","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"229752","2025-06-03","Mohameth Djibril Ibrahima Sow -"," Mohameth Djibril Ibrahima Sow","Djibril Sow (Mohameth Djibril Ibrahima Sow, born 6 February 1997) is a Swiss footballer who plays as a center midfield for Spanish club Sevilla FC. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/229/752/25_120.png","184","76","1997-02-06","CM,CDM","76","76","€8M","€29K","Right","4 ","3 ","2 ","","Lean (170-185)","No","€16.8M","","481","Sevilla FC","53","La Liga","https://cdn.sofifa.net/meta/team/676/30.png","76","RDM","20","2023-08-04","2028","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"229266","2025-06-03","Joseph Peter Rodon -"," Joseph Peter Rodon","Joe Rodon (Joseph Peter Rodon, born 22 October 1997) is a Welsh footballer who plays as a center back for British club Leeds United, and the Wales national team. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/229/266/25_120.png","193","88","1997-10-22","CB","76","79","€8.5M","€49K","Right","3 ","2 ","1 ","","Lean (185+)","Yes","€16.8M","","8","Leeds United","14","Championship","https://cdn.sofifa.net/meta/team/71/30.png","74","RCB","6","2024-07-02","2028","1367","Wales","78","Friendly International","https://cdn.sofifa.net/meta/team/18721/30.png","73","RCB","6","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"229167","2025-06-03","Milot Rashica -"," Milot Rashica","Milot Rashica (born 28 June 1996) is a Kosovan footballer who plays as a right midfield for Turkish club Beşiktaş JK. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/229/167/25_120.png","177","73","1996-06-28","RM,LM","76","76","€7.5M","€45K","Right","4 ","4 ","1 ","","Normal (170-185)","Yes","€14.3M","","327","Beşiktaş JK","68","Süper Lig","https://cdn.sofifa.net/meta/team/554/30.png","76","RM","7","2023-08-15","2027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228732","2025-06-03","Harold Desty Moukoudi -"," Harold Desty Moukoudi","Harold Moukoudi (Harold Desty Moukoudi, born 27 November 1997) is a Cameroonian footballer who plays as a center back for Greek club AEK Athens. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/732/25_120.png","191","96","1997-11-27","CB","76","77","€7.5M","€26K","Right","3 ","2 ","1 ","","Stocky (185+)","No","€16.3M","Strength","278","AEK Athens","63","Super League","https://cdn.sofifa.net/meta/team/781/30.png","75","LCB","2","2022-08-18","2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228595","2025-06-03","Grischa Prömel -"," Grischa Prömel","Grischa Prömel (born 9 January 1995) is a German footballer who plays as a center midfield for German club TSG 1899 Hoffenheim. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/595/25_120.png","184","81","1995-01-09","CM,CDM","76","76","€7.5M","€34K","Right","4 ","3 ","2 ","","Normal (170-185)","Yes","€12.8M","","10029","TSG 1899 Hoffenheim","19","Bundesliga","https://cdn.sofifa.net/meta/team/2726/30.png","75","RES","6","2022-07-01","2026","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"228352","2025-06-03","Edmilson Junior -","Edmílson Junior Paulo da Silvaادميلسون جونيور","Edmilson Junior (Edmílson Junior Paulo da Silva, born 19 August 1994) is a Qatari footballer who plays as a left winger for . In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/352/25_120.png","181","71","1994-08-19","LW,RW","76","76","€0","€0","Right","5 ","4 ","1 ","","Lean (170-185)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"228336","2025-06-03","Florian Grillitsch -"," Florian Grillitsch","Florian Grillitsch (born 7 August 1995) is an Austrian footballer who plays as a center midfield for Spanish club Real Valladolid CF, on loan from TSG 1899 Hoffenheim. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/336/25_120.png","187","77","1995-08-07","CM,CB,CDM","76","76","€7.5M","€34K","Right","3 ","3 ","1 ","","Lean (185+)","Yes","","","462","Real Valladolid CF","53","La Liga","https://cdn.sofifa.net/meta/team/361/30.png","72","RES","8","NaN-NaN-NaN","Jun 30, 2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228245","2025-06-03","Marvin Wanitzek -"," Marvin Wanitzek","Marvin Wanitzek (born 7 May 1993) is a German footballer who plays as a left midfield for German club Karlsruher SC. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/245/25_120.png","179","74","1993-05-07","LM,CAM,CM","76","76","€6M","€17K","Right","3 ","3 ","1 ","","Lean (170-185)","No","€9.6M","","1832","Karlsruher SC","20","2. Bundesliga","https://cdn.sofifa.net/meta/team/3114/30.png","69","LCM","10","2017-07-01","2027","","","","","","","","","","","","","","","","","","","","","","","Build-UpdRoaming","","","","","","","","","","","","","","","","","","","",""
"228151","2025-06-03","Joshua Jon Cullen -"," Joshua Jon Cullen","Josh Cullen (Joshua Jon Cullen, born 7 April 1996) is an Irish footballer who plays as a central defensive midfielder for British club Burnley, and the Republic of Ireland national team. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/151/25_120.png","175","70","1996-04-07","CDM,CM","76","76","€6.5M","€58K","Right","3 ","3 ","1 ","","Normal (170-185)","Yes","€12.4M","","1796","Burnley","14","Championship","https://cdn.sofifa.net/meta/team/27/30.png","74","LDM","24","2022-07-12","2027","1355","Republic of Ireland","78","Friendly International","https://cdn.sofifa.net/meta/team/18654/30.png","74","RDM","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228010","2025-06-03","Hwang In Beom -","In-beom Hwang황인범","Hwang In Beom (In-beom Hwang, born 20 September 1996) is a Korean footballer who plays as a center midfield for Dutch club Feyenoord. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/228/010/25_120.png","178","68","1996-09-20","CM,CAM","76","76","€8M","€19K","Right","5 ","4 ","1 ","","Lean (170-185)","No","€11.2M","","246","Feyenoord","10","Eredivisie","https://cdn.sofifa.net/meta/team/73/30.png","76","CDM","4","2024-09-02","2028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227884","2025-06-03","Bright Osayi-Samuel -"," Bright Osayi-Samuel","Bright Osayi-Samuel (born 31 December 1997) is a Nigerian footballer who plays as a right back for Turkish club Fenerbahçe SK. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/227/884/25_120.png","175","72","1997-12-31","RB,RM","76","77","€8M","€42K","Right","3 ","3 ","1 ","","Normal (170-185)","No","€15.8M","Speedster","326","Fenerbahçe SK","68","Süper Lig","https://cdn.sofifa.net/meta/team/88/30.png","80","SUB","21","2021-01-27","2025","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"227370","2025-06-03","Michael Zetterer -"," Michael Zetterer","Michael Zetterer (born 12 July 1995) is a German footballer who plays as a goalkeeper for German club SV Werder Bremen. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/227/370/25_120.png","187","79","1995-07-12","GK","76","77","€6M","€18K","Right","5 ","1 ","1 ","","Stocky (185+)","Yes","€10.7M","","38","SV Werder Bremen","19","Bundesliga","https://cdn.sofifa.net/meta/team/82/30.png","75","GK","1","2015-01-27","2027","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"227232","2025-06-03","Florian Sotoca -"," Florian Sotoca","Florian Sotoca (born 25 October 1990) is a French footballer who plays as a striker for French club RC Lens. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/227/232/25_120.png","187","77","1990-10-25","ST","76","76","€4.8M","€34K","Right","3 ","3 ","1 ","","Lean (185+)","No","€9.1M","","64","RC Lens","16","Ligue 1","https://cdn.sofifa.net/meta/team/271/30.png","75","RS","7","2019-06-11","2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226797","2025-06-03","Víctor Ignacio Malcorra -"," Víctor Ignacio Malcorra","Víctor Ignacio Malcorra (born 24 July 1987) is an Argentine footballer who plays as a central attacking midfielder for Argentine club Rosario Central. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/797/25_120.png","171","74","1987-07-24","CAM,LM","76","76","€2.4M","€14K","Left","4 ","3 ","1 ","","Normal (170-185)","Yes","€3.6M","","110580","Rosario Central","353","Liga Profesional de Fútbol","https://cdn.sofifa.net/meta/team/3365/30.png","71","CAM","10","2022-06-25","2025","","","","","","","","","","","","","","","","","","","","","","","Attackd","","","","","","","","","","","","","","","","","","","",""
"226777","2025-06-03","Cyle Christopher Larin -"," Cyle Christopher Larin","Cyle Larin (Cyle Christopher Larin, born 17 April 1995) is a Canadian soccer player who plays as a striker for Spanish club RCD Mallorca. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/777/25_120.png","188","90","1995-04-17","ST","76","76","€7.5M","€33K","Right","4 ","3 ","1 ","","Normal (185+)","Yes","€15.8M","Strength","453","RCD Mallorca","53","La Liga","https://cdn.sofifa.net/meta/team/645/30.png","76","SUB","17","2023-08-03","2028","","","","","","","","","","","","","","","","","","","","","","","AttackdWide","","","","","","","","","","","","","","","","","","","",""
"226579","2025-06-03","Alejandro Zendejas Saavedra -"," Alejandro Zendejas Saavedra","Alejandro Zendejas (Alejandro Zendejas Saavedra, born 7 February 1998) is an American soccer player who plays as a right midfield for the United States national team. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/579/25_120.png","165","64","1998-02-07","RM,RW,LM","76","76","€0","€0","Left","3 ","3 ","1 ","","Normal (170-)","No","","","","","","","","","","","1387","United States","78","Friendly International","https://cdn.sofifa.net/meta/team/18571/30.png","77","SUB","23","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"226515","2025-06-03","Andrei Girotto -"," Andrei Girotto","Andrei Girotto (born 17 February 1992) is a Brazilian footballer who plays as a center back for Saudi Arabian club Al Taawoun FC. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/515/25_120.png","186","79","1992-02-17","CB","76","76","€4.9M","€25K","Right","3 ","2 ","2 ","","Lean (185+)","No","€8.3M","","112393","Al Taawoun FC","350","Pro League","https://cdn.sofifa.net/meta/team/2392/30.png","70","RCB","3","2023-08-06","2025","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"226385","2025-06-03","Cristian Omar Espinoza -"," Cristian Omar Espinoza","Cristian Espinoza (Cristian Omar Espinoza, born 3 April 1995) is an Argentine footballer who plays as a right midfield for American club San Jose Earthquakes. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/385/25_120.png","173","73","1995-04-03","RM,RW","76","76","€7.5M","€10K","Right","5 ","4 ","1 ","","Normal (170-185)","Yes","€11.3M","","111928","San Jose Earthquakes","39","Major League Soccer","https://cdn.sofifa.net/meta/team/287/30.png","69","RM","10","2019-12-11","2029","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"226380","2025-06-03","Hwang Hee Chan -","Hee-chan Hwang황희찬 黄喜灿","Hwang Hee Chan (黄喜灿, Hee-chan Hwang, born 26 January 1996) is a Korean footballer who plays as a striker for British club Wolverhampton Wanderers. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/380/25_120.png","177","77","1996-01-26","ST,LW","76","76","€7.5M","€63K","Right","4 ","4 ","1 ","","Normal (170-185)","Yes","€14.3M","","110","Wolverhampton Wanderers","13","Premier League","https://cdn.sofifa.net/meta/team/29/30.png","76","SUB","11","2022-07-01","2028","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"226377","2025-06-03","Gonzalo Nicolás Martínez -"," Gonzalo Nicolás Martínez","Gonzalo Martínez (Gonzalo Nicolás Martínez, born 13 June 1993) is an Argentine footballer who plays as a left midfield for Argentine club River Plate. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/377/25_120.png","172","75","1993-06-13","LM,RM,CAM","76","76","€6M","€20K","Left","2 ","4 ","2 ","","Normal (170-185)","Yes","€8.4M","","1876","River Plate","353","Liga Profesional de Fútbol","https://cdn.sofifa.net/meta/team/10002/30.png","77","SUB","18","2023-08-23","2029","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"226370","2025-06-03","André Horta -"," André Filipe Luz Horta","André Horta (born 7 November 1996) is a Portuguese footballer who plays as a center midfield for Greek club Olympiacos FC. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/370/25_120.png","175","62","1996-11-07","CM,CAM","76","76","€8M","€29K","Right","3 ","3 ","1 ","","Normal (170-185)","No","€16.8M","","280","Olympiacos FC","63","Super League","https://cdn.sofifa.net/meta/team/602/30.png","76","SUB","21","2019-07-01","2027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226093","2025-06-03","Ché Zach Everton Fred Adams -"," Ché Zach Everton Fred Adams","Ché Adams (Ché Zach Everton Fred Adams, born 13 July 1996) is a Scottish footballer who plays as a striker for Italian club Torino, and the Scotland national team. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/226/093/25_120.png","175","70","1996-07-13","ST","76","76","€8M","€46K","Right","3 ","3 ","1 ","","Stocky (170-185)","Yes","€13.6M","","54","Torino","31","Serie A","https://cdn.sofifa.net/meta/team/613/30.png","76","ST","18","2024-07-23","2027","1359","Scotland","78","Friendly International","https://cdn.sofifa.net/meta/team/18706/30.png","76","ST","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225974","2025-06-03","Scott Fraser McKenna -"," Scott Fraser McKenna","Scott McKenna (Scott Fraser McKenna, born 12 November 1996) is a Scottish footballer who plays as a center back for Spanish club UD Las Palmas, and the Scotland national team. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/225/974/25_120.png","189","89","1996-11-12","CB","76","78","€8M","€22K","Left","3 ","2 ","1 ","","Normal (185+)","Yes","€17.4M","Strength","472","UD Las Palmas","53","La Liga","https://cdn.sofifa.net/meta/team/2921/30.png","75","SUB","15","2024-08-08","2027","1359","Scotland","78","Friendly International","https://cdn.sofifa.net/meta/team/18706/30.png","76","SUB","16","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"225783","2025-06-03","Stephy Alvaro Mavididi -"," Stephy Alvaro Mavididi","Stephy Mavididi (Stephy Alvaro Mavididi, born 31 May 1998) is a British footballer who plays as a left midfield for British club Leicester City. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/225/783/25_120.png","182","71","1998-05-31","LM,LW","76","76","€8M","€49K","Right","3 ","3 ","1 ","","Lean (170-185)","Yes","€15.2M","","95","Leicester City","13","Premier League","https://cdn.sofifa.net/meta/team/42/30.png","75","LM","10","2023-07-31","2028","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"225523","2025-06-03","Lekue -"," Iñigo Lekue Martínez","Lekue (born 4 May 1993) is a Spanish footballer who plays as a right back for Spanish club Athletic Club. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/225/523/25_120.png","180","70","1993-05-04","RB,LB","76","76","€5.5M","€29K","Right","3 ","3 ","1 ","","Lean (170-185)","Yes","€11.6M","","448","Athletic Club","53","La Liga","https://cdn.sofifa.net/meta/team/13258/30.png","80","SUB","15","2015-08-25","2025","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"225475","2025-06-03","Hernani -"," Hernani Azevedo Júnior","Hernani (born 27 March 1994) is a Brazilian footballer who plays as a central defensive midfielder for Italian club Parma. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/225/475/25_120.png","188","77","1994-03-27","CDM,CM,CAM","76","76","€6.5M","€35K","Right","4 ","3 ","1 ","","Lean (185+)","No","€11.7M","","50","Parma","31","Serie A","https://cdn.sofifa.net/meta/team/398/30.png","73","SUB","27","2022-09-02","2026","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"225149","2025-06-03","Jean Butez -"," Jean Butez","Jean Butez (born 8 June 1995) is a French footballer who plays as a goalkeeper for Italian club Como. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/225/149/25_120.png","189","75","1995-06-08","GK","76","76","€5M","€18K","Right","4 ","1 ","1 ","","Normal (185+)","No","€8.5M","","1745","Como","31","Serie A","https://cdn.sofifa.net/meta/team/268/30.png","75","GK","30","2025-01-07","2028","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"224885","2025-06-03","Guilherme Sityá -"," Guilherme Haubert Sityá","Guilherme Sityá (born 1 April 1990) is a Brazilian footballer who plays as a left back for Turkish club Konyaspor. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/224/885/25_120.png","180","79","1990-04-01","LB,LM","76","76","€2.8M","€19K","Left","3 ","3 ","1 ","","Normal (170-185)","No","€5.5M","","101033","Konyaspor","68","Süper Lig","https://cdn.sofifa.net/meta/team/2632/30.png","68","LB","12","2020-01-20","2025","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"224494","2025-06-03","Rico Antonio Henry -"," Rico Antonio Henry","Rico Henry (Rico Antonio Henry, born 8 July 1997) is a British footballer who plays as a left back for British club Brentford. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/224/494/25_120.png","170","66","1997-07-08","LB","76","77","€8M","€57K","Left","2 ","3 ","1 ","","Normal (170-)","Yes","€15.8M","","1925","Brentford","13","Premier League","https://cdn.sofifa.net/meta/team/236/30.png","77","SUB","3","2016-08-31","2026","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"224490","2025-06-03","Mehmet Zeki Çelik -"," Mehmet Zeki Çelik","Zeki Çelik (Mehmet Zeki Çelik, born 17 February 1997) is a Turkish footballer who plays as a right back for Italian club Roma. In the game FC 25, his overall rating is 76.","https://cdn.sofifa.net/players/224/490/25_120.png","180","78","1997-02-17","RB,RM,CB","76","76","€7M","€30K","Right","3 ","3 ","2 ","","Normal (170-185)","No","€11.9M","","52","Roma","31","Serie A","https://cdn.sofifa.net/meta/team/37/30.png","79","RCB","19","2022-07-05","2026","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
