player_id,player_name,full_name,date_of_birth,nationality,height_cm,weight_kg,best_position,positions,overall_rating,potential,preferred_foot,weak_foot,skill_moves,current_sofifa_team_id,current_club_name,sofifa_value_eur,transfermarkt_market_value_eur,has_sofifa_profile,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,attack_position,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
73580,Antonín Kinský -, Antonín Kinský,2003-03-13,Czechia,190,80,GK,GK,75,81,Right,4 ,1 ,18,Tottenham Hotspur,7500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
213868,Jean-Charles Victor Castelletto -, Jean-Charles Victor Castelletto,1995-01-26,,186,78,CB,CB,75,75,Right,2 ,2 ,71,FC Nantes,4700000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
230252,Jorginhson -, Jorgino Silas Ruiz Prestes,1996-02-29,,178,75,CDM,"CDM,CM,CAM",75,75,Left,4 ,2 ,568,Cruzeiro,4900000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
226157,Javi Muñoz -, Javier Muñoz Jiménez,1995-02-28,,177,69,CM,"CM,CAM,CDM",75,75,Right,4 ,3 ,472,UD Las Palmas,5500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
207471,Franco Damián Vázquez -, Franco Damián Vázquez,1989-02-22,,187,82,CAM,"CAM,ST",75,75,Left,3 ,4 ,111434,Cremonese,2300000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
212591,Walker Dwain Zimmerman -, Walker Dwain Zimmerman,1993-05-19,United States,190,89,CB,CB,75,75,Right,3 ,2 ,114162,Nashville SC,3800000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
221551,Emanuel Hernán Mammana -, Emanuel Hernán Mammana,1996-02-10,,183,72,CB,CB,75,75,Right,3 ,3 ,101088,Vélez Sarsfield,4800000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
243311,Josep Martínez -, Josep Martínez Riera,1998-05-27,,191,78,GK,GK,75,77,Right,3 ,1 ,44,Inter,5500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
244591,Jayden Ian Bogle -, Jayden Ian Bogle,2000-07-27,,178,69,RB,RB,75,80,Right,3 ,3 ,8,Leeds United,8000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
211061,Alexandru Iulian Maxim -, Alexandru Iulian Maxim,1990-07-08,,177,73,CAM,"CAM,CM,LM",75,75,Right,4 ,4 ,110776,Gaziantep FK,3500000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
211575,André Gomes -, André Filipe Tavares Gomes,1993-07-30,,190,88,CDM,"CDM,CM",75,75,Right,4 ,4 ,65,Lille OSC,4700000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213367,Laurent Abergel -, Laurent Abergel,1993-02-01,,170,65,CDM,"CDM,CM",75,75,Right,3 ,3 ,217,FC Lorient,3900000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259191,Mousa Mohammad Mousa Sulaiman Al Tamari -,Mousa Mohammad Mousa Sulaiman Al Tamariموسى محمد موسى سليمان,1997-06-10,,178,75,RM,"RM,ST,LM",75,75,Left,4 ,3 ,74,Stade Rennais FC,6000000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
226168,Maximilian Eggestein -, Maximilian Eggestein,1996-12-08,,181,82,CDM,"CDM,CM",75,75,Right,4 ,3 ,25,SC Freiburg,5500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248698,Valeriy Bondar -,Valeriy BondarБондар Валерій Юрійович,1999-02-27,Ukraine,184,73,CB,"CB,RB,LB",75,79,Right,2 ,2 ,101059,Shakhtar Donetsk,7000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252794,Adrián Bernabé -, Adrián Bernabé García,2001-05-26,,170,68,CDM,"CDM,CM,CAM",75,83,Left,3 ,3 ,50,Parma,12000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225147,Connor Richard John Roberts -, Connor Richard John Roberts,1995-09-23,Wales,175,76,RB,RB,75,75,Right,4 ,3 ,1796,Burnley,5000000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
244603,Bećir Omeragić -, Bećir Omeragić,2002-01-20,,187,74,CB,"CB,CDM",75,82,Right,3 ,2 ,70,Montpellier HSC,10500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
252027,Aster Jan Vranckx -, Aster Jan Vranckx,2002-10-04,,183,78,CM,"CM,CDM",75,81,Right,5 ,3 ,175,VfL Wolfsburg,9000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
230524,Formosandrinho -, Estevão Daniel Formoso Serpa,1996-02-29,,178,72,ST,"ST,CAM",75,75,Right,3 ,3 ,1035,Atlético Mineiro,6000000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
244349,Johan Felipe Vásquez Ibarra -, Johan Felipe Vásquez Ibarra,1998-10-22,Mexico,185,72,CB,CB,75,78,Left,2 ,2 ,110556,Genoa,6500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
252541,Joris Chotard -, Joris Chotard,2001-09-24,,179,70,CDM,"CDM,CM",75,81,Right,4 ,3 ,70,Montpellier HSC,8500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235134,Pablo Paulino Rosario -, Pablo Paulino Rosario,1997-01-07,,188,73,CDM,"CDM,CM,CB",75,76,Right,3 ,3 ,72,OGC Nice,6000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270208,Archie Gray -, Archie Gray,2006-03-12,,187,70,CDM,"CDM,CB,RB",75,87,Right,4 ,2 ,18,Tottenham Hotspur,12500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
246656,Emil Alfons Holm -, Emil Alfons Holm,2000-05-13,Sweden,191,83,RB,"RB,RM",75,79,Right,3 ,3 ,189,Bologna,7500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
263041,Alexander Prass -, Alexander Prass,2001-05-26,,180,72,LB,"LB,LM,CM",75,80,Left,2 ,3 ,10029,TSG 1899 Hoffenheim,8000000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
263810,Pedro Malheiro -, Pedro Jorge Gonçalves Malheiro,2001-01-21,,179,72,RB,RB,75,82,Right,3 ,3 ,436,Trabzonspor,10500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
146562,Santi Cazorla -, Santiago Cazorla González,1984-12-13,,168,65,CAM,"CAM,CM,LM",75,75,Right,5 ,4 ,110827,Real Oviedo,1800000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
216194,Dani García -, Daniel García Carrillo,1990-05-24,,180,81,CDM,"CDM,CM",75,75,Right,3 ,3 ,280,Olympiacos FC,1900000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242818,Finn Gilbert Dahmen -, Finn Gilbert Dahmen,1998-03-27,,188,80,GK,GK,75,78,Right,3 ,1 ,100409,FC Augsburg,5500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
259714,Merlin Röhl -, Merlin Röhl,2002-07-05,,192,79,CAM,"CAM,CM,CDM",75,84,Right,4 ,3 ,25,SC Freiburg,12500000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
217731,Sandro -, Sandro Ramírez Castillo,1995-07-09,,175,71,RM,"RM,ST,LM",75,75,Right,4 ,3 ,472,UD Las Palmas,5500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225667,Conor Mark Chaplin -, Conor Mark Chaplin,1997-02-16,,168,69,CAM,CAM,75,75,Left,4 ,3 ,94,Ipswich Town,6000000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
188803,Taison -, Taison Barcellos Freda,1988-01-13,,172,67,CAM,"CAM,LW",75,75,Right,3 ,4 ,393,PAOK,1800000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
189060,Aleksandar Dragović -, Aleksandar Dragović,1991-03-06,,186,84,CB,CB,75,75,Right,4 ,2 ,256,FK Austria Wien,2700000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
269701,Nathaniel Brown -, Nathaniel Brown,2003-06-16,,180,64,LB,"LB,LM",75,83,Left,3 ,3 ,1824,Eintracht Frankfurt,12000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
212613,Wesley Saïd -, Wesley Saïd,1995-04-19,,171,72,ST,ST,75,75,Right,3 ,4 ,64,RC Lens,5500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279173,Franco Mastantuono -, Franco Mastantuono,2007-08-14,,177,71,CAM,"CAM,RW",75,88,Left,3 ,3 ,1876,River Plate,13000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230021,Joseph Aidoo -, Joseph Aidoo,1995-09-29,,184,80,CB,CB,75,76,Right,3 ,2 ,462,Real Valladolid CF,5500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
201862,Faustino Marcos Alberto Rojo -, Faustino Marcos Alberto Rojo,1990-03-20,,186,82,CB,CB,75,75,Left,2 ,3 ,1877,Boca Juniors,1800000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
207494,Jesse Ellis Lingard -, Jesse Ellis Lingard,1992-12-15,,175,65,CAM,"CAM,ST",75,75,Right,3 ,4 ,982,FC Seoul,4700000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
216199,Patrick Mainka -, Patrick Mainka,1994-11-06,,194,86,CB,"CB,CDM",75,75,Right,3 ,2 ,111235,1. FC Heidenheim 1846,4700000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
209289,Kévin Rodrigues -, Kévin Manuel Rodrigues,1994-03-05,,170,68,LB,LB,75,75,Left,3 ,3 ,111339,Kasımpaşa SK,4800000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
240777,Luca Ranieri -, Luca Ranieri,1999-04-23,,187,76,CB,CB,75,78,Left,3 ,2 ,110374,Fiorentina,6500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
264330,Christos Zafeiris -,Christos ZafeirisΧρήστος Ζαφείρης,2003-02-23,,173,75,CM,"CM,CDM",75,82,Right,4 ,4 ,266,SK Slavia Praha,11500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224394,Fábio Martins -, Fábio Santos Martins,1993-07-24,,178,75,LM,"LM,LW",75,75,Right,3 ,4 ,112883,Al Khaleej,5500000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
210315,Raúl De Tomás -, Raúl de Tomás Gómez,1994-10-17,,180,72,ST,ST,75,75,Right,4 ,4 ,480,Rayo Vallecano,5500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223627,Omar Jehad Al Somah -,Omar Jehad Al Somahعمر جهاد السومة,1989-03-28,,190,86,ST,ST,75,75,Right,5 ,3 ,112675,Al Orobah FC,2400000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224396,Yeimar Pastor Gómez Andrade -, Yeimar Pastor Gómez Andrade,1992-06-30,,187,92,CB,CB,75,75,Right,3 ,2 ,111144,Seattle Sounders FC,3600000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
245132,Denys Popov -,Denys PopovПопов Денис Юрійович,1999-02-17,,185,81,CB,"CB,RB,CDM",75,79,Right,4 ,2 ,101047,Dynamo Kyiv,7000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
235405,Dara Joseph O'Shea -, Dara Joseph O'Shea,1999-03-04,Republic of Ireland,188,74,CB,CB,75,78,Right,3 ,2 ,94,Ipswich Town,6500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
199823,Campaña -, José Ángel Gómez Campaña,1993-05-31,,179,80,CM,"CM,LM,CDM",75,75,Right,3 ,4 ,472,UD Las Palmas,4600000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
235407,Salih Özcan -, Salih Özcan,1998-01-11,,182,79,CDM,"CDM,CM",75,76,Right,3 ,2 ,22,Borussia Dortmund,6000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232080,Jack David Harrison -, Jack David Harrison,1996-11-20,,175,70,RM,RM,75,75,Left,3 ,4 ,7,Everton,6000000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
264337,Rodrigo Muniz -, Rodrigo Muniz Carvalho,2001-05-04,,185,80,ST,ST,75,81,Right,3 ,3 ,144,Fulham FC,9000000,,1,,,,,,,,,,,,,,,AttackdWide,,,,,,,,,,,,,,,,,,,
239250,Abel Ruiz -, Abel Ruiz Ortega,2000-01-28,,180,75,ST,ST,75,78,Right,3 ,4 ,110062,Girona FC,8000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244114,Batista Adelino Mendy -, Batista Adelino Mendy,2000-01-12,,191,82,CDM,"CDM,CB",75,80,Right,3 ,2 ,436,Trabzonspor,8000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
245138,Giuliano Galoppo -, Giuliano Galoppo,1999-06-18,,180,78,CM,CM,75,76,Right,4 ,3 ,1876,River Plate,6500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
221587,Joseph Lolley -, Joseph Lolley,1992-08-25,,178,72,RM,RM,75,75,Left,3 ,3 ,111400,Sydney FC,4700000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236947,Jordan Torunarigha -, Jordan Torunarigha,1997-08-07,,191,80,CB,CB,75,75,Left,2 ,2 ,674,KAA Gent,5500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
237715,Patrick Cutrone -, Patrick Cutrone,1998-01-03,,183,79,ST,ST,75,76,Right,3 ,3 ,1745,Como,6500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238227,Krépin Diatta -, Krépin Diatta,1999-02-25,,175,69,RM,RM,75,76,Right,4 ,4 ,69,AS Monaco,6500000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
263828,Roger Fernandes -, Roger Fernandes,2005-11-21,,166,65,RM,"RM,LM",75,85,Left,2 ,3 ,1896,Sporting Clube de Braga,12000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263829,Vitinha -, Vítor Manuel Carvalho Oliveira,2000-03-15,,178,74,ST,ST,75,79,Right,3 ,3 ,110556,Genoa,8000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255125,Azzedine Ounahi -,Azzedine Ounahiعز الدين اوناهي,2000-04-19,Morocco,182,62,CM,"CM,CAM",75,80,Right,3 ,3 ,1884,Panathinaikos FC,8500000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
243606,Keane William Lewis-Potter -, Keane William Lewis-Potter,2001-02-22,,170,67,LB,"LB,LM",75,79,Right,4 ,3 ,1925,Brentford,7500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
261015,Tiago Asael Palacios -, Tiago Asael Palacios,2001-03-28,,167,67,RM,"RM,CAM",75,81,Right,3 ,4 ,101083,Estudiantes de La Plata,9000000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
241050,Alexander Niklas Meyer-Schade -, Alexander Niklas Meyer-Schade,1991-04-13,,195,88,GK,GK,75,75,Right,3 ,1 ,22,Borussia Dortmund,1800000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
243354,Philipp Sander -, Philipp Sander,1998-02-21,,185,77,CDM,"CDM,CM",75,76,Right,3 ,3 ,23,Borussia Mönchengladbach,6000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261530,Dário Essugo -, Dário Cassia Luís Essugo,2005-03-14,,180,83,CDM,"CDM,CM",75,85,Right,3 ,2 ,472,UD Las Palmas,11500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224411,Gonçalo Guedes -, Gonçalo Manuel Ganchinho Guedes,1996-11-29,,179,68,ST,"ST,LW",75,75,Right,4 ,4 ,110,Wolverhampton Wanderers,6000000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
252059,Salis Abdul Samed -, Salis Abdul Samed,2000-03-26,Ghana,179,69,CDM,"CDM,CM",75,77,Right,2 ,2 ,106,Sunderland,6500000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213917,Fábio Cardoso -, Fábio Rafael Rodrigues Cardoso,1994-04-19,,187,81,CB,CB,75,75,Right,2 ,2 ,111701,Al Ain,4600000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
205214,Zlatko Hovland Tripić -, Zlatko Hovland Tripić,1992-12-02,,182,74,LW,"LW,RW",75,75,Right,4 ,3 ,300,Viking FK,4700000,,1,,,,,,,,,,,,,,,AttackdRoaming,,,,,,,,,,,,,,,,,,,
231838,Maximilian Wöber -, Maximilian Wöber,1998-02-04,,188,85,CB,"CB,LB",75,76,Left,2 ,2 ,8,Leeds United,6000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
215455,Bruno Petković -, Bruno Petković,1994-09-16,,193,88,ST,ST,75,75,Right,4 ,4 ,211,Dinamo Zagreb,5500000,,1,,,,,,,,,,,,,,,AttackdWide,,,,,,,,,,,,,,,,,,,
258976,Fabiano Parisi -, Fabiano Parisi,2000-11-09,,178,72,LB,"LB,RB",75,80,Left,3 ,2 ,110374,Fiorentina,8000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
227234,Lucas Simon Pierre Tousart -, Lucas Simon Pierre Tousart,1997-04-29,,185,83,CDM,"CDM,CM",75,76,Right,3 ,2 ,1831,1. FC Union Berlin,6000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232610,Takuma Asano -,Takuma Asano浅野 拓磨,1994-11-10,,173,71,RM,"RM,ST,RW",75,75,Right,4 ,3 ,453,RCD Mallorca,5500000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
234147,Dany Mota -, Dany Mota Carvalho,1998-05-02,,180,74,CAM,"CAM,ST",75,76,Right,3 ,3 ,111811,Monza,6500000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
189860,Kiko Femenía -, Francisco Femenía Far,1991-02-02,,174,61,RB,"RB,RM",75,75,Right,3 ,3 ,483,Villarreal CF,2900000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
233125,Marcel Hartel -, Marcel Hartel,1996-01-19,,177,68,CM,"CM,CAM",75,75,Right,4 ,3 ,113018,St. Louis CITY SC,5500000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
228518,Andreas Schjølberg Hanche-Olsen -, Andreas Schjølberg Hanche-Olsen,1997-01-17,Norway,185,82,CB,CB,75,77,Right,3 ,2 ,169,1. FSV Mainz 05,6000000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
192678,Kike García -, Enrique García Martínez,1989-11-25,,186,79,ST,ST,75,75,Right,4 ,3 ,463,Deportivo Alavés,2700000,,1,,,,,,,,,,,,,,,AttackdWide,,,,,,,,,,,,,,,,,,,
244391,Fashion Sakala Junior -, Fashion Sakala Junior,1997-03-14,,178,72,LW,"LW,ST,RW",75,75,Right,4 ,3 ,113057,Al Fayha,6000000,,1,,,,,,,,,,,,,,,AttackdRoaming,,,,,,,,,,,,,,,,,,,
252327,Manu Sánchez -, Manuel Sánchez de la Peña,2000-08-24,,171,66,LB,LB,75,82,Left,3 ,3 ,463,Deportivo Alavés,10500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
224425,Marius Wolf -, Marius Wolf,1995-05-27,,188,81,RB,"RB,RM",75,75,Right,4 ,2 ,100409,FC Augsburg,4900000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
232873,Koki Machida -,Koki Machida町田 浩樹,1997-08-25,,190,80,CB,CB,75,75,Left,3 ,2 ,2014,Union Saint-Gilloise,5500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
204970,Florian Tristan Mariano Thauvin -, Florian Tristan Mariano Thauvin,1993-01-26,,181,70,ST,"ST,CAM",75,75,Left,3 ,4 ,55,Udinese,4800000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
242602,Josha Mamadou Karaboue Vagnoman -, Josha Mamadou Karaboue Vagnoman,2000-12-11,,190,90,RB,"RB,RM",75,79,Right,4 ,3 ,36,VfB Stuttgart,7500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
206254,Miroslav Stevanović -, Miroslav Stevanović,1990-07-29,,180,72,RM,"RM,CAM",75,75,Right,4 ,3 ,324,Servette FC,3500000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
207790,Kaan Ayhan -, Kaan Ayhan,1994-11-10,,184,84,RB,"RB,CB,CDM",75,75,Right,3 ,3 ,325,Galatasaray SK,4900000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
256942,Eric Martel -, Eric Martel,2002-04-29,,188,81,CDM,"CDM,CM",75,83,Right,3 ,2 ,31,1. FC Köln,12000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247729,André Almeida -, Domingos André Ribeiro Almeida,2000-05-30,,176,62,CAM,"CAM,ST,CM",75,80,Right,3 ,3 ,461,Valencia CF,8500000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
211378,Jackson Alexander Irvine -, Jackson Alexander Irvine,1993-03-07,,189,70,CM,"CM,CDM",75,75,Right,3 ,3 ,110329,FC St. Pauli,4600000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
259762,Victor Bernth Kristiansen -, Victor Bernth Kristiansen,2002-12-16,Denmark,181,77,LB,LB,75,81,Left,3 ,3 ,95,Leicester City,8500000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
273843,Álex Adrián Arce Barrios -, Álex Adrián Arce Barrios,1995-06-16,,187,80,ST,ST,75,75,Right,3 ,2 ,110986,LDU Quito,5500000,,1,,,,,,,,,,,,,,,AttackdWide,,,,,,,,,,,,,,,,,,,
230323,Kaíquão Castro -, Kaíque Osvaldo Castro Rodrigues,1996-02-29,,190,88,GK,GK,75,75,Right,2 ,1 ,567,Fluminense,4000000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
239028,Aboubakary Yeli Koita -, Aboubakary Yeli Koita,1998-09-20,,175,69,LM,"LM,LW,RM",75,76,Right,4 ,4 ,278,AEK Athens,6500000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
73398,Rômulo -, Rômulo José Cardoso da Cruz,2002-02-08,,193,80,ST,"ST,LW",75,81,Right,3 ,3 ,101026,Göztepe SK,9000000,,1,,,,,,,,,,,,,,,AttackdRoaming,,,,,,,,,,,,,,,,,,,
210358,Alberto Brignoli -, Alberto Brignoli,1991-08-19,,188,81,GK,GK,75,75,Left,3 ,1 ,278,AEK Athens,2800000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
201143,Aïssa Mandi -,Aïssa Mandiعيسى ماندي,1991-10-22,,186,82,CB,"CB,RB",75,75,Right,3 ,2 ,65,Lille OSC,3600000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
269495,Facundo Valentín Buonanotte -, Facundo Valentín Buonanotte,2004-12-23,,174,66,RM,"RM,CAM",75,82,Left,3 ,3 ,95,Leicester City,11000000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
237239,Enis Bardhi -,Enis BardhiЕнис Барди,1995-07-02,,172,64,CAM,"CAM,CM,LM",75,75,Right,4 ,4 ,131388,Bodrumspor,5500000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
244407,Pol Lozano -, Pol Lozano Vizuete,1999-10-06,,177,62,CDM,"CDM,CM",75,80,Right,3 ,3 ,452,RCD Espanyol,8000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237496,Đorđe Aleksandar Mihailović -, Đorđe Aleksandar Mihailović,1998-11-10,,178,69,CAM,"CAM,CM",75,78,Right,4 ,4 ,694,Colorado Rapids,7500000,,1,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,
199354,Lucas Pérez -, Lucas Pérez Martínez,1988-09-10,,180,73,ST,"ST,CAM",75,75,Left,4 ,4 ,247,PSV,2400000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
268474,Lorenzo Lucca -, Lorenzo Lucca,2000-09-10,Italy,201,80,ST,ST,75,80,Right,3 ,2 ,55,Udinese,8500000,,1,,,,,,,,,,,,,,,AttackdWide,,,,,,,,,,,,,,,,,,,
231614,Fabian Reese -, Fabian Reese,1997-11-29,,187,80,LM,"LM,ST,LW",75,75,Right,3 ,3 ,166,Hertha BSC,6000000,,1,,,,,,,,,,,,,,,AttackdRoaming,,,,,,,,,,,,,,,,,,,
234686,Jordan Mvula Lotomba -, Jordan Mvula Lotomba,1998-09-29,,178,71,RB,RB,75,77,Right,4 ,2 ,246,Feyenoord,6500000,,1,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
271807,Ethan Chidiebere Nwaneri -, Ethan Chidiebere Nwaneri,2007-03-21,,176,70,RW,"RW,CM",75,87,Left,3 ,3 ,1,Arsenal,13000000,,1,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,
277439,Volodymyr Brazhko -,Volodymyr BrazhkoБражко Володимир Володимирович,2002-01-23,,184,77,CDM,"CDM,CM,CB",75,83,Right,3 ,2 ,101047,Dynamo Kyiv,12000000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234943,Florian Christian Neuhaus -, Florian Christian Neuhaus,1997-03-16,,185,77,CM,"CM,CAM,CDM",75,75,Right,4 ,4 ,23,Borussia Mönchengladbach,6000000,,1,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,
242879,Maarten Vandevoordt -, Maarten Vandevoordt,2002-02-26,,192,81,GK,GK,75,85,Right,3 ,1 ,112172,RB Leipzig,11000000,,1,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,
